Word;PoS;Category;NOUN;VERB;Numbers;PRON;ADV;ADJ
иностранный;ADJ;;переводчица;;;;;
институт;NOUN;;переговор;;;;;
инструмент;NOUN;;передача;;;;;
инсульт;NOUN;;передозировка;;;;;
интеллигентный;ADJ;;переезд;;;;;
интерес;NOUN;;переизбыток;;;;;
интересно;ADV;;перемена;;;;;
интересный;ADJ;;перенаселение;;;;;
интересоваться;VERB;;перепись;;;;;
интернет;NOUN;;перерыв;;;;;
интресовать;VERB;;пересадка;;;;;
инфаркт;NOUN;;пересдача;;;;;
информация;NOUN;;переулок;;;;;
инъекция;NOUN;;переход;;;;;
иные;PRON;;подработка;;;;;
ипотека;NOUN;;перец;;;;;
ирландец;NOUN;Nationality;персик;;;;;
Ирландия;NOUN;Countries;персонаж;;;;;
ирландка;NOUN;Nationality;перспектива;;;;;
искать;VERB;;перчатки;;;;;
исключать;VERB;;песня;;;;;
исключительность;NOUN;;песок;;;;;
исключить;VERB;;пессимист;;;;;
искоренить;VERB;;петрушка;;;;;
искоренять;VERB;;петух;;;;;
искупать;VERB;;печень;;;;;
искупаться;VERB;;печенье;;;;;
искусственный;ADJ;;пешеход;;;;;
искусство;NOUN;;пещера;;;;;
Исландия;NOUN;Countries;пианино;;;;;
испанец;NOUN;Nationality;пианист;;;;;
Испания;NOUN;Countries;пианистка;;;;;
испанка;NOUN;Nationality;пиво;;;;;
испанский;ADJ;;пиджак;;;;;
исповедовать;VERB;;пижама;;;;;
исполнительный;ADJ;;пикник;;;;;
исполниться;VERB;;пилот;;;;;
использовать;VERB;;пингвин;;;;;
испортить;VERB;;пирамида;;;;;
исправить;VERB;;пират;;;;;
исправлять;VERB;;пирог;;;;;
испуг;NOUN;;пироженое;;;;;
испуганный;ADJ;;писатель;;;;;
испугать;VERB;;писатель;;;;;
испугаться;VERB;;писательница;;;;;
испытание;NOUN;;письмо;;;;;
испытательный;ADJ;;питание;;;;;
испытать;VERB;;питомец;;;;;
испытывать;VERB;;пицца;;;;;
исследование;NOUN;;плавание;;;;;
исследователь;NOUN;Occupation;плавки;;;;;
исследовательский;ADJ;;плакат;;;;;
исследовать;VERB;;план;;;;;
истина;NOUN;;планета;;;;;
исторический;ADJ;;планшет;;;;;
история;NOUN;;пластик;;;;;
источник;NOUN;;пластина;;;;;
истощение;NOUN;;платёж;;;;;
исходить;VERB;;платок;;;;;
исчезать;VERB;;платформа;;;;;
исчезновение;NOUN;;платье;;;;;
исчезнуть;VERB;;плащ;;;;;
исчерпание;NOUN;;плеер;;;;;
Италия;NOUN;Countries;племянник;;;;;
итальянец;NOUN;Nationality;племянница;;;;;
итальянка;NOUN;Nationality;плен;;;;;
итальянский;ADJ;;плечо;;;;;
итого;ADV;;плита;;;;;
иудейский;ADJ;;плов;;;;;
их;PRON;;подросток;;;;;
июль;NOUN;;пловчиха;;;;;
июнь;NOUN;;плотность;;;;;
йогурт;NOUN;;площадь;;;;;
йод;NOUN;;пляж;;;;;
кабан;NOUN;Animals;победа;;;;;
кабачок;NOUN;Vegetables;победитель;;;;;
кабинет;NOUN;House;повар;;;;;
кадры;NOUN;;поведение;;;;;
каждая;PRON;;проспект;;;;;
каждое;PRON;;противник;;;;;
каждые;PRON;;профессор;;;;;
каждый;PRON;;проход;;;;;
казак;NOUN;;подарок;;;;;
казна;NOUN;;подвал;;;;;
Каир;NOUN;;поддержание;;;;;
какая;PRON;;расселение;;;;;
какие;PRON;;свет;;;;;
каков;PRON;;свидетельница;;;;;
какова;PRON;;свинья;;;;;
каково;PRON;;свойство;;;;;
каковы;PRON;;спортсменка;;;;;
какое;PRON;;способность;;;;;
какой;PRON;;справка;;;;;
кактус;NOUN;;подруга;;;;;
календарь;NOUN;;подряд;;;;;
калорийный;ADJ;;подушка;;;;;
калькулятор;NOUN;;подход;;;;;
каменный;ADJ;;подъезд;;;;;
камень;NOUN;;поезд;;;;;
камера;NOUN;;поездка;;;;;
Канада;NOUN;Countries;пожар;;;;;
канадец;NOUN;Nationality;пожарный;;;;;
канадка;NOUN;Nationality;позиция;;;;;
канал;NOUN;;поиск;;;;;
канализация;NOUN;;поколение;;;;;
кандидат;NOUN;;покупка;;;;;
каникулы;NOUN;;пол;;;;;
капитан;NOUN;;полдень;;;;;
капля;NOUN;;поле;;;;;
капуста;NOUN;Vegetables;полиглот;;;;;
карамель;NOUN;;поликлиника;;;;;
карамельный;ADJ;;полиция;;;;;
карандаш;NOUN;;полка;;;;;
караоке;NOUN;;полночь;;;;;
кардинально;ADV;;половина;;;;;
карий;ADJ;Color;положение;;;;;
карман;NOUN;Clothing;полоса;;;;;
карнавал;NOUN;;полотенце;;;;;
карта;NOUN;;полставки;;;;;
картина;NOUN;;полчаса;;;;;
картофель;NOUN;Vegetables;пользователь;;;;;
карточка;NOUN;;Польша;;;;;
карты;NOUN;;поляк;;;;;
касса;NOUN;;полячка;;;;;
кассир;NOUN;Occupation;помидор;;;;;
каталонец;NOUN;Nationality;помощник;;;;;
каталонка;NOUN;Nationality;помощница;;;;;
каталонский;ADJ;;помощь;;;;;
кататься;VERB;;понедельник;;;;;
каток;NOUN;;понятие;;;;;
каторга;NOUN;;попадание;;;;;
кафе;NOUN;;пополнение;;;;;
качели;NOUN;;попугай;;;;;
качественно;ADV;;попытка;;;;;
качество;NOUN;;пора;;;;;
каша;NOUN;;порт;;;;;
кашель;NOUN;;портрет;;;;;
каштановый;ADJ;;Португалия;;;;;
квалифицированный;ADJ;;портфель;;;;;
квартира;NOUN;House;порядок;;;;;
квартплата;NOUN;;посадка;;;;;
кенгуру;NOUN;Animals;поселенец;;;;;
керамика;NOUN;;поселение;;;;;
кетчуп;NOUN;;поселенка;;;;;
кивать;VERB;;посёлок;;;;;
киви;NOUN;Fruits;посетитель;;;;;
кивнуть;VERB;;посетительница;;;;;
кило;NOUN;;посланник;;;;;
килограмм;NOUN;;посланница;;;;;
километр;NOUN;;последствие;;;;;
кино;NOUN;;пособие;;;;;
кинотеатр;NOUN;;посол;;;;;
киоск;NOUN;;посольство;;;;;
Кипр;NOUN;Countries;пост;;;;;
кит;NOUN;Animals;постановка;;;;;
китаец;NOUN;Nationality;постановщик;;;;;
Китай;NOUN;Countries;пострадавший;;;;;
китайский;ADJ;;поступок;;;;;
китаянка;NOUN;Nationality;посуда;;;;;
клавиатура;NOUN;;потеря;;;;;
класс;NOUN;;потолок;;;;;
класть;VERB;;потомок;;;;;
класть;VERB;;потребитель;;;;;
клей;NOUN;;потребление;;;;;
клетка;NOUN;;потребность;;;;;
климат;NOUN;;поход;;;;;
клиника;NOUN;;похороны;;;;;
клоун;NOUN;;почва;;;;;
клуб;NOUN;;почта;;;;;
клубника;NOUN;Fruits;почтальон;;;;;
клумба;NOUN;;поэзия;;;;;
ключ;NOUN;;поэт;;;;;
книга;NOUN;;поэтесса;;;;;
книжный;ADJ;;права;;;;;
коала;NOUN;Animals;правило;;;;;
ковёр;NOUN;Furniture;правительство;;;;;
когда;ADV;;право;;;;;
кожа;NOUN;;православие;;;;;
кожаный;ADJ;;Прага;;;;;
коза;NOUN;Animals;праздник;;;;;
кокос;NOUN;Fruits;практика;;;;;
коктейль;NOUN;;предвзятость;;;;;
кола;NOUN;;предложение;;;;;
колбаса;NOUN;;предмет;;;;;
колготки;NOUN;Clothing;предок;;;;;
